case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion Arbitrator Raúl E. Vinuesa,Dissenting Opinion,Claimant,The Claimants argued that the Notice of Intent was submitted on behalf of the Additional Claimants as well and that the issue raised is simply a matter of admissibility.,,"['Notice of Intent', 'Admissibility', 'Additional Claimants', 'Jurisdiction', 'Defect']",No,"The Tribunal did not accept this argument, finding that the issue was one of jurisdiction."
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion Arbitrator Raúl E. Vinuesa,Dissenting Opinion,Claimant,The Claimants argued that the Notice defect does not prejudice the Respondent and does not change the course of any settlement effort.,,"['Notice of Intent', 'Prejudice', 'Settlement', 'Admissibility', 'Defect']",No,"The Tribunal did not accept this argument, finding that the issue was one of jurisdiction."
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion Arbitrator Raúl E. Vinuesa,Dissenting Opinion,Claimant,"The Claimants argued that under Mexican law, share transfers are valid and effective as from execution thereof, irrespective of the approval by the Shareholders' Meeting.",Mexican Law,"['Share Transfers', 'Mexican Law', 'Shareholder Meeting', 'Validity', 'Effectiveness']",No,"The Tribunal did not accept this argument, finding that the share transfers were not valid under Mexican law."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,The Claimants argued that the Respondent's jurisdictional objection regarding the Expansion Projects was inadmissible due to res judicata.,Partial Award,"['res judicata', 'jurisdictional objection', 'Partial Award', 'Expansion Projects']",No,The Tribunal found that the Partial Award only addressed preliminary issues and did not preclude the Respondent from raising new jurisdictional objections in the second phase.
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,The Claimants argued that the Respondent's jurisdictional objection was time-barred and should have been raised during the first phase.,"ICSID Arbitration Additional Facility Rules, Article 45","['time-barred', 'jurisdictional objection', 'Counter-Memorial', 'ICSID Rules']",No,"The Tribunal found that the objection was raised in the Counter-Memorial, as required by the rules, and that the Respondent could not reasonably have identified the objection earlier."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,The Respondent argued that the Expansion Projects did not qualify as protected investments under the Treaty.,NAFTA Art. 1139(h),"['protected investment', 'Expansion Projects', 'Treaty', 'capital commitment']",Partial/Deferred,"The Tribunal distinguished between the right to operate casinos (protected) and the equity/debt investments (some protected, some not). The Tribunal found that the right to operate the casinos was a protected investment, as was the debt interest in Medano Beach. The Tribunal found that the other investments did not qualify as protected investments."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,The Claimants argued that the Respondent failed to accord fair and equitable treatment (FET) as required by Article 1105 of the Treaty.,NAFTA Art. 1105,"['FET', 'Article 1105', 'fair and equitable treatment', 'SEGOB']",Yes,"The Tribunal found that SEGOB's treatment of the Claimants' investments fell below the FET standard, as defined by the *Cargill* articulation of the Article 1105 FET standard, because SEGOB turned against the 2012 Permit for no discernible reason other than a change of political leadership."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,The Respondent argued that the FET obligation under NAFTA Article 1105(1) is not an autonomous FET obligation unburdened by reference to the MST under customary international law.,"NAFTA Art. 1105(1), Free Trade Commission's Notes of Interpretation","['FET', 'Article 1105', 'customary international law', 'minimum standard of treatment']",Yes,"The Tribunal agreed that the definition of the FET standard as it appears in Article 1105 is ""high"" and that the *Cargill* articulation of the Article 1105 FET standard was the appropriate standard to test the evidence against."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,The Claimants argued that the Respondent's courts inflicted a denial of justice on their investments.,Customary International Law,"['denial of justice', 'judicial misconduct', 'procedural aberration']",No,The Tribunal found that the Claimants had not carried their burden of proving judicial misconduct or procedural aberration of the kind required for a denial of justice.
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,The Respondent argued that the absence of a denial of justice absolved the Respondent of international responsibility for SEGOB's conduct in breach of the FET standard.,*Azinian* and its progeny,"['Azinian', 'denial of justice', 'FET', 'judicial deference']",No,"The Tribunal found that the Respondent had not proven the factual predicate of its *Azinian* defence, that SEGOB was forced to shut down the Claimants' business by the Mexican court decisions. The Tribunal also found that the Enforcement Court disagreed with the Amparo Judge, not on any point of Mexican law but rather on a discrete question of fact. Finally, the Tribunal found that *Azinian* and its progeny do not prevent a treaty tribunal from hearing claims of treaty breach in respect of State conduct that was not judicially reviewed by those courts."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,The Respondent argued that the Claimants' alleged illicit business practices broke the causal link between the Treaty breach and the loss claimed.,Causation,"['causation', 'illicit business practices', 'causal link']",No,The Tribunal rejected the Respondent's submission. Conjecture about events that might or might not have occurred in the counterfactual scenario cannot break the chain of causation. The Tribunal also did not find conclusive evidence sustaining the merits of the Respondent's first and second allegations.
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,The Respondent argued that the Claimants contributed to the losses they are claiming in this arbitration.,"ILC Articles (with commentaries), Article 39","['contributory fault', 'negligence', 'wilful misconduct']",No,The Tribunal found that the Respondent had not established that the Claimants materially contributed to their losses by negligent or wilful conduct.
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,"The Claimants argued that the quantum of an Article 1116 claim can, and often will be, different from the quantum of an Article 1117 claim.","NAFTA Art. 1116, NAFTA Art. 1117, NAFTA Art. 1135(2)","['Article 1116', 'Article 1117', 'quantum', 'damages']",Yes,"The Tribunal agreed with the Respondent that the quantum of an Article 1116 claim can, and often will be, different from the quantum of an Article 1117 claim. The Tribunal therefore only can and will make an award for damages on the basis of the losses claimed on behalf of the Mexican Companies under Article 1117, and, consistent with Article 1135(2), its award will provide that it is to ""be paid to the enterprise[s]"" and will be ""made without prejudice to any right that any person may have in the relief under applicable domestic law""."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,The Claimants argued that the 25-year term of the 2012 Permit should run from 2012 to 2037.,"2012 Permit, Gaming Regulation Article 33","['2012 Permit', 'permit term', 'Gaming Regulation', 'terminal value']",Yes,"The Tribunal agreed with the Claimants, finding that the 2037 date was consistent with the terms of the 2012 Permit and supported by contemporaneous documents produced by SEGOB."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,"The Respondent argued that the Claimants should be compensated for only one ""unused license"" rather than two because on the date of valuation they operated a temporary facility in a sixth location (Huixquilucan).",Causation,"['Expansion Projects', 'causation', '2012 Permit', 'Huixquilucan']",No,"The Tribunal accepted the Claimants' evidence that they operated the temporary location in Huixquilucan only because of a proposed legislative bill that would have ""cancelled unused licenses under permits for locations that were not being opened according to the buildout schedule associated with the permit"" and that the goal of the temporary facilities was ""not to risk their cancellation"". A willing buyer looking at the 2012 Permit, which imposed no geographical restrictions, would therefore have assumed that the buyer would be able to close that temporary facility and open a new casino elsewhere."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Respondent,"The Respondent argued that the taxes owed are a liability that any potential buyer would have discounted from the value of the acquisition in a market transaction and, therefore, it must be discounted from the compensation amount.",Full Reparation,"['tax liability', 'compensation', 'full reparation', 'valuation']",Yes,"The Tribunal agreed that the willing buyer would have negotiated either (i) a price adjustment reflecting the additional tax payment in 2014; or (ii) an indemnity for the amount of that price adjustment (for the scenario where a judicial recourse was pursued but failed, as in fact occurred). In either case, the Claimants would have seen the Mexican Companies' proceeds from the hypothetical sale reduced by the price adjustment. The Tribunal has accordingly reduced the compensation owed the Mexican Companies by MXN$170,475,625."
IDS-732,B-Mex and others v. Mexico,Final Award,Award (Final),Claimant,"The Claimants argued that any further taxation of the compensation owed would result in double taxation, which is inconsistent with the Chorzow principle of full reparation.",Chorzow principle,"['double taxation', 'Chorzow principle', 'full reparation']",Yes,"The Tribunal agreed with the Claimants that any further taxation of the compensation owed would therefore result in double taxation, which is inconsistent with the Chorzow principle of full reparation, and notes that the Respondent does so as well."
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that SEGOB's actions and omissions regarding the termination of the permits did not breach the FET standard under NAFTA Article 1105.,NAFTA Article 1105,"['FET', 'NAFTA Article 1105', 'SEGOB', 'Permit Termination']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator disagrees with the majority's assertion that SEGOB's revocation of the 2009 permit did not affect the Claimants' operations because the 2012 permit ensured continuity.,"Award, ¶ 87","['2009 Permit', '2012 Permit', 'SEGOB', 'Revocation', 'Continuity']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority failed to analyze contradictions in the SEGOB order granting the 2012 permit and disregarded the Mexican court's decision declaring the permit unconstitutional.,"Award, ¶ 105","['2012 Permit', 'SEGOB Order', 'Mexican Courts', 'Unconstitutionality', 'Amparo 1668/2011']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator contends that the majority's analysis of the permits' validity is flawed because it disregards the legal considerations of the Mexican courts.,"Award, ¶ 105","['Permit Validity', 'Mexican Courts', 'Legal Considerations', 'Amparo 1668/2011']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority fails to analyze whether SEGOB breached the law by granting the permits in 2009 and 2012.,"Award, ¶ 105","['SEGOB', 'Permit Granting', 'Breach of Law', '2009 Permits', '2012 Permits']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority disregards the fact that the 2012 permit was declared invalid and that the guarantees in the official letter cannot remedy the effects of the non-subsistence declared by the courts.,"Award, ¶ 105","['2012 Permit', 'Invalidity', 'Non-Subsistence', 'Court Decisions', 'Guarantees']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority starts from the wrong understanding that the terms of the November 2012 Permit ensured the Claimants a right based on applicable law.,"Award, ¶ 105","['November 2012 Permit', 'Applicable Law', 'Ley Federal de Juegos y Sorteos (LFJS)', 'Regulations']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,"The dissenting arbitrator argues that the allegedly independent permit granted to E-Games was not a permit granted under Article 32 of the LFJS Regulations, but a permit acknowledging the change from operator to permitholder under the same terms and conditions as the permit under which E-Games operated its casinos.","Award, ¶ 111","['E-Games', 'Independent Permit', 'LFJS Regulations', 'Operator', 'Permitholder']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's assertion that SEGOB's conduct was driven by the adverse political predisposition of the new administration is not supported by evidence.,"Award, ¶¶ 93 *et seq*.","['SEGOB', 'Political Predisposition', 'New Administration', 'Evidence']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the inferences drawn in the Award from Ms. Salas' vague and sometimes inconsistent statements are not sufficient to prove an adverse political motivation in SEGOB's actions.,"Award, ¶ 30","['Ms. Salas', 'Statements', 'Political Motivation', 'SEGOB', 'Inferences']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the Claimants cannot rely on SEGOB's conduct regarding ProMov to claim equitable treatment based on a potential illegal act.,"Award, ¶ 33","['ProMov', 'Equitable Treatment', 'Illegal Act', 'SEGOB', 'Jurisdiction']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's finding that SEGOB's denial of a fresh permit in 2005 showed a determination to terminate the Claimants' investments is incorrect.,"Award, ¶ 34","['SEGOB', 'Fresh Permit', '2005', 'Termination', 'Investments']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that SEGOB's actions were based on the non-compliance with requirements set forth in the applicable regulations.,"Rejoinder (ENG), ¶¶ 304-305.","['SEGOB', 'Regulations', 'Permit Application', 'Closure Order', 'LFJS']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's finding that SEGOB could have removed the closure order is based on speculation.,"Award, ¶ 116.b","['SEGOB', 'Closure Order', 'Expert Statement', 'Speculation']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's finding that SEGOB could have regularized the situation of E-Games is based on an assumption which disregards the compliance of the requirements required by law to grant such permit.,"Award, ¶ 38","['SEGOB', 'E-Games', 'Permit', 'Requirements', 'Law']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that Mexico had discretionary power to grant new permits and there is no acquired right for an automatic granting of a permit for such activities.,"Award, ¶ 39","['Mexico', 'Discretionary Power', 'Permits', 'Acquired Right']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that SEGOB was not required to implement any of the options that the majority suggests.,"Award, ¶ 55","['SEGOB', 'Options', 'Amparo Proceeding', 'Legality']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the absence of a denial of justice does not absolve the Respondent of international responsibility for SEGOB's conduct in breach of the FET standard.,"Award, Item E., ¶¶ 137 *et seq*.","['Denial of Justice', 'International Responsibility', 'FET', 'SEGOB']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's reading of the Azinian case is wrong.,"*Azinian*, ¶ 97","['Azinian', 'Denial of Justice', 'Court Decisions']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority ignored the effects of the unconstitutionality of the 2012 Permit decided by the Mexican courts.,"Award, ¶ 66","['Unconstitutionality', '2012 Permit', 'Mexican Courts']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the majority's assertion that the Enforcement Court disagreed with the Amparo Judge on a discrete question of fact is incorrect.,"Award, ¶ 67","['Enforcement Court', 'Amparo Judge', 'Question of Fact', 'Mexican Law']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the Award attempts to create law instead of applying and/or interpreting the applicable law.,"Award, ¶ 70","['Customary International Law', 'Arbitral Precedent', 'State Practice', 'Opinio Juris']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the Seventh Court's decision was based on strict application of Mexican law.,"Exhibit C-290, *Incidente de Inejecución* No. 82/2013 dated 19 February 2014.","['Seventh Court', 'Mexican Law', 'Regulations', 'Permits']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that SEGOB's liability arises from granting the permits in violation of applicable law.,"Award, ¶ 80","['SEGOB', 'Liability', 'Permits', 'Violation of Law']",Yes,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the Claimants failed to show or even justify the existence of any assessment and analysis of applicable law allowing them to avoid liability for their failure.,"Award, ¶ 83","['Claimants', 'Liability', 'Due Diligence', 'Mitigating Factor']",Partial/Deferred,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that SEGOB's violation of the LFJS when granting the status of independent Operator in 2009 and later that of independent Permit Holder to E-Games is sufficient to allege a breach of Article 1005(1) of the NAFTA.,"Award, ¶ 88","['SEGOB', 'LFJS', 'Independent Operator', 'Independent Permit Holder', 'NAFTA Article 1005(1)']",No,
IDS-732,B-Mex and others v. Mexico,Partial Dissenting Opinion of Raúl E. Vinuesa,Dissenting Opinion,Respondent,The dissenting arbitrator argues that the Tribunal must refrain from ruling on the potential consequences of SEGOB's violation with respect to both domestic and international laws in force at the time the referred 2009 and 2012 Permits were issued.,"Award, ¶ 90","['SEGOB', 'Violation of Law', '2009 Permits', '2012 Permits', 'Ultra Petita']",No,
IDS-397,Guaracachi and Rurelec v. Bolivia,Procedural Order No. 14 (Security for Costs),Interim & Provisional Measures,Respondent,The Respondent argued that the Tribunal lacked jurisdiction over all claims and that the Claimants would be unable to pay costs if the Respondent prevailed.,"UNCITRAL Arbitration Rules (2010) Article 26, J.E. Kalicki, *Security for Costs in International Arbitration*","['security for costs', 'jurisdiction', 'financial situation', 'arbitral hit and run', 'UNCITRAL Rules']",No,"The Respondent did not provide sufficient evidence to justify the extraordinary measure of security for costs, specifically failing to demonstrate that the Claimants would be unable to pay an eventual costs award."
IDS-397,Guaracachi and Rurelec v. Bolivia,Procedural Order No. 14 (Security for Costs),Interim & Provisional Measures,Claimant,The Claimants argued that the Respondent's request for security for costs was unprecedented and that the Respondent had not met the strict criteria of Article 26 of the UNCITRAL Rules.,"UNCITRAL Arbitration Rules (2010) Article 26, *Commerce Group Corp. & San Sebastian Gold Mines, Inc. v. Republic of El Salvador*, *Rachel S. Grynberg and others v. Government of Grenada*, *Libananco Holdings Co. Limited v. Republic of Turkey*, *Gustav FW Hamester GmbH & CO KG v. Republic of Ghana*","['security for costs', 'UNCITRAL Rules', 'precedent', 'financial situation', 'good faith']",Yes,"The Tribunal agreed with the Claimants that the Respondent had not met the burden of proof required to justify the extraordinary measure of security for costs, specifically failing to demonstrate the Claimants' inability to pay a costs award."
IDS-397,Guaracachi and Rurelec v. Bolivia,Procedural Order No. 14 (Security for Costs),Interim & Provisional Measures,Claimant,The Claimants argued that the Respondent's delays and failure to pay the advance on costs shows a lack of good faith that should preclude their right to request security for costs.,,"['good faith', 'advance on costs', 'security for costs']",Partial/Deferred,"The Tribunal found it unnecessary to consider the issue of the Respondent's good faith as a pre-condition for the right to request security for costs, given the decision on the lack of evidence."
IDS-397,Guaracachi and Rurelec v. Bolivia,Dissenting Opinion of co-arbitrator Manuel Conthe (Award),Dissenting Opinion,Claimant,Bolivia's expropriation failed to comply with the due process requirements of the UK-Bolivia BIT.,"UK-Bolivia BIT Art. 5, Vienna Convention on the Law of Treaties (VCLT), Principle of 'most favoured nation' standard","['due process', 'expropriation', 'BIT', 'procedural requirements', 'reasoned decision', 'communication', 'right to be heard']",No,
IDS-397,Guaracachi and Rurelec v. Bolivia,Dissenting Opinion of co-arbitrator Manuel Conthe (Award),Dissenting Opinion,Claimant,"The Tribunal should have dismissed the spot price and capacity payment claims on the merits, not for lack of jurisdiction, because Bolivia's breach of due process in the expropriation weakened the need for a 6-month waiting period.","UK-Bolivia BIT Art. 8, Case law (Lauder, Abaclat, SGS v. Pakistan, Biwater Gauff v. Tanzania)","['jurisdiction', 'waiting period', 'ancillary claims', 'due process', 'expropriation', 'BIT']",No,
IDS-397,Guaracachi and Rurelec v. Bolivia,Dissenting Opinion of co-arbitrator Manuel Conthe (Award),Dissenting Opinion,Claimant,"The Tribunal should have ordered Bolivia to pay costs, at least partially, because Bolivia's breach of due process forced the Claimants to commence arbitration.",Economic principle of mandatory rules,"['costs', 'due process', 'expropriation', 'marginal cost', 'unlawful expropriation']",No,
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Respondent,The Respondent requested corrections to paragraphs 621 and 622 of the Award.,,"['correction', 'award', 'paragraphs 621', 'paragraphs 622']",Yes,"The PCA acknowledged the deposit of USD 125,000 and corrected the paragraphs as requested by the Respondent and agreed by Rurelec."
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Respondent,The Respondent requested a correction to paragraph 617.,,"['correction', 'award', 'paragraph 617']",No,The Tribunal rejected the correction because the discrepancy was a clerical and typographical error to be corrected in the Spanish version and Annex A.
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Respondent,The Respondent requested corrections to subparagraphs 524(d) and (e).,,"['correction', 'award', 'subparagraphs 524(d)', 'subparagraphs 524(e)']",Yes,The Tribunal accepted the corrections.
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Respondent,The Respondent requested a correction to paragraph 604.,,"['correction', 'award', 'paragraph 604', 'inflation']",No,The Tribunal rejected the correction because the non-application of inflation was in accordance with the Tribunal's decisions.
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Claimant,Rurelec agreed with the Respondent's request for corrections to paragraphs 621 and 622.,,"['correction', 'award', 'paragraphs 621', 'paragraphs 622']",Yes,"The PCA acknowledged the deposit of USD 125,000 and corrected the paragraphs as requested by the Respondent and agreed by Rurelec."
IDS-397,Guaracachi and Rurelec v. Bolivia,Letter from the Tribunal to the Parties on Correction of Award,Supplementary,Claimant,Rurelec responded to the Respondent's comments on Rurelec's request for correction of paragraph 622 of the Award.,,"['correction', 'award', 'paragraph 622']",,
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Claimant,"Claimant argues that Professor Sands should be disqualified because his prior involvement in the Kiliç arbitration, which involved the same jurisdictional issue (Article VII(2) of the Turkey-Turkmenistan BIT), creates an appearance of bias.","ICSID Convention Articles 14, 57, Caratube International Oil Company LLP and Devincci Salah Hourani v Republic of Kazakhstan (ICSID Case No. ARB/13/13)","['disqualification', 'impartiality', 'independence', 'Article VII(2) BIT', 'Kiliç arbitration', 'appearance of bias', 'Caratube']",No,"The Tribunal found no overlap of facts relevant to the merits, only to the interpretation of Article VII(2). It also found no evidence of pre-judgment by Professor Sands, who stated he would approach the issues with an open mind."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Claimant,"Claimant contends that the interpretation of Article VII(2) of the BIT is primarily a factual matter, and Professor Sands' prior exposure to the same factual evidence in Kiliç creates an appearance of bias.",Vienna Convention on the Law of Treaties Art. 32,"['factual matter', 'travaux préparatoires', 'expert evidence', 'overlap of facts', 'Article VII(2) BIT', 'Kiliç arbitration']",No,"The Tribunal determined that the task of interpreting Article VII(2) was fundamentally a legal one, even if it involved reviewing supporting evidence. It found no evidence of pre-judgment."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Claimant,"Claimant argues that Professor Sands' failure to mention his appointment by Respondent's counsel in Kiliç, despite the overlap of facts, raises questions about his impartiality.","ICSID Convention Articles 14, 57","['impartiality', 'independence', 'Kiliç arbitration', 'disclosure', 'appearance of bias']",No,The Tribunal found that the evidence was not sufficient to indicate a manifest lack of impartiality.
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Claimant,"Claimant argues that Professor Sands' prior appointments by Respondent's counsel, combined with his involvement in the Kiliç arbitration, further support the need for disqualification.","ICSID Convention Articles 14, 57","['prior appointments', 'counsel', 'Kiliç arbitration', 'impartiality', 'appearance of bias']",No,"The Tribunal agreed that the prior appointments alone did not justify disqualification, and that even considered with other evidence, it was not sufficient to indicate a manifest lack of impartiality."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,Respondent argues that the mere fact that an arbitrator has been involved in a case deciding the same or similar legal issues does not constitute a valid ground for disqualification.,"Tidewater Inc. et al. v. The Bolivarian Republic of Venezuela (ICSID Case No. ARB/10/5), CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited, and Telecom Devas Mauritius Limited v. The Republic of India (PCA Case No, 2013-09), Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. The Argentine Republic (ICSID Case No. ARB/07/26)","['disqualification', 'same legal issues', 'precedent', 'impartiality', 'independence', 'Tidewater', 'CC/Devas', 'Urbaser']",Yes,"The Tribunal agreed with Respondent, citing precedent that disqualification is not warranted by the mere fact of prior involvement in cases with similar legal issues."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,"Respondent contends that Claimant's argument would lead to a system of 'one-off' arbitrator appointments, which is inherently unfair.",Tidewater Inc. et al. v. The Bolivarian Republic of Venezuela (ICSID Case No. ARB/10/5),"['one-off appointments', 'arbitrator selection', 'fairness', 'disqualification']",Yes,"The Tribunal agreed with Respondent, citing precedent that disqualification is not warranted by the mere fact of prior involvement in cases with similar legal issues."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,Respondent argues that Professor Sands is not bound by the Kiliç tribunal's decision and will approach the interpretation of Article VII(2) with an open mind.,Tidewater Inc. et al. v. The Bolivarian Republic of Venezuela (ICSID Case No. ARB/10/5),"['open mind', 'prejudgment', 'Article VII(2) BIT', 'Kiliç arbitration', 'impartiality']",Yes,"The Tribunal agreed, noting that Professor Sands confirmed he would approach the issues with an open mind."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,"Respondent argues that the facts in the present case are broader than in Kiliç, and that the Tribunal has directed the parties to address all aspects of the issue.",Procedural Order No. 2,"['factual record', 'Kiliç arbitration', 'Article VII(2) BIT', 'due process']",Yes,"The Tribunal agreed, noting that the record in the present case was broader and that the Tribunal had directed the parties to address all aspects of the issue."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,"Respondent distinguishes the case from CC/Devas, arguing that Professor Sands has not expressed views that would raise doubts about his ability to approach the interpretation of Article VII(2) with an open mind.","CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited, and Telecom Devas Mauritius Limited v. The Republic of India (PCA Case No, 2013-09)","['prejudgment', 'open mind', 'CC/Devas', 'Article VII(2) BIT', 'impartiality']",Yes,"The Tribunal agreed, noting that Professor Sands had not expressed views that would raise doubts about his ability to approach the interpretation of Article VII(2) with an open mind."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,Arbitrator & Judge Challenge,Respondent,Respondent argues that the prior appointments of Professor Sands by Respondent's counsel do not justify disqualification.,IBA Guidelines on Conflicts of Interest in International Arbitration (2004),"['prior appointments', 'counsel', 'disqualification', 'IBA Guidelines']",Yes,"The Tribunal agreed, noting that the appointments were disclosed and that Claimant acknowledged they did not justify disqualification on their own."
